datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
2011-01-07 06:00:00,1,0,1,2,8.2,12.88,69,0.0,34
2011-01-07 07:00:00,1,0,1,1,8.2,10.605,69,8.9981,84
2011-01-07 08:00:00,1,0,1,1,8.2,9.85,51,16.9979,210
2011-01-07 09:00:00,1,0,1,1,8.2,9.09,47,19.9995,134
2011-01-07 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,63
2011-01-07 11:00:00,1,0,1,2,8.2,9.85,40,15.0013,67
2011-01-07 12:00:00,1,0,1,2,8.2,9.85,37,16.9979,59
2011-01-07 13:00:00,1,0,1,2,8.2,9.09,37,19.0012,73
2011-01-07 14:00:00,1,0,1,2,8.2,9.85,40,16.9979,50
2011-01-07 15:00:00,1,0,1,2,8.2,10.605,37,11.0014,72
2011-01-07 16:00:00,1,0,1,2,8.2,10.605,37,11.0014,87
2011-01-07 17:00:00,1,0,1,2,8.2,12.88,37,0.0,187
2011-01-07 18:00:00,1,0,1,1,8.2,11.365,40,6.0032,123
2011-01-07 19:00:00,1,0,1,1,6.56,9.85,55,6.0032,95
2011-01-07 20:00:00,1,0,1,1,7.38,10.605,47,7.0015,51
2011-01-07 21:00:00,1,0,1,1,7.38,9.85,47,8.9981,39
2011-01-07 22:00:00,1,0,1,2,7.38,9.85,43,11.0014,36
2011-01-07 23:00:00,1,0,1,2,7.38,9.85,51,11.0014,15
2011-01-08 00:00:00,1,0,0,2,7.38,9.85,51,11.0014,25
2011-01-08 01:00:00,1,0,0,2,7.38,10.605,55,6.0032,16
2011-01-08 02:00:00,1,0,0,2,7.38,12.12,55,0.0,16
2011-01-08 03:00:00,1,0,0,3,7.38,9.85,55,11.0014,7
2011-01-08 04:00:00,1,0,0,3,7.38,9.85,55,11.0014,1
2011-01-08 05:00:00,1,0,0,2,6.56,8.335,74,11.0014,5
2011-01-08 06:00:00,1,0,0,2,6.56,8.335,74,11.0014,2
2011-01-08 07:00:00,1,0,0,2,6.56,9.09,74,7.0015,9
2011-01-08 08:00:00,1,0,0,3,6.56,9.09,93,7.0015,15
2011-01-08 09:00:00,1,0,0,3,6.56,9.09,93,7.0015,20
2011-01-08 10:00:00,1,0,0,2,7.38,9.85,80,11.0014,61
2011-01-08 11:00:00,1,0,0,2,8.2,9.09,69,26.0027,62
2011-01-08 12:00:00,1,0,0,2,8.2,9.09,59,23.9994,98
2011-01-08 13:00:00,1,0,0,1,8.2,9.09,44,22.0028,102
2011-01-08 14:00:00,1,0,0,1,8.2,8.335,32,32.9975,95
2011-01-08 15:00:00,1,0,0,1,8.2,8.335,32,30.0026,74
2011-01-08 16:00:00,1,0,0,1,7.38,6.82,29,30.0026,76
2011-01-08 17:00:00,1,0,0,1,6.56,6.06,37,36.9974,69
2011-01-08 18:00:00,1,0,0,1,5.74,6.06,39,19.9995,55
2011-01-08 19:00:00,1,0,0,1,5.74,6.06,36,16.9979,30
2011-01-08 20:00:00,1,0,0,1,4.92,6.06,36,16.9979,28
2011-01-08 21:00:00,1,0,0,1,4.92,5.305,39,23.9994,37
2011-01-08 22:00:00,1,0,0,1,4.92,5.305,36,26.0027,34
2011-01-08 23:00:00,1,0,0,1,4.1,3.03,39,30.0026,22
2011-01-09 00:00:00,1,0,0,1,4.1,3.79,42,26.0027,25
2011-01-09 01:00:00,1,0,0,1,4.1,3.03,42,31.0009,12
2011-01-09 02:00:00,1,0,0,1,4.1,3.03,46,31.0009,11
2011-01-09 03:00:00,1,0,0,1,4.1,3.79,46,27.9993,4
2011-01-09 04:00:00,1,0,0,1,3.28,4.545,53,12.998,1
2011-01-09 05:00:00,1,0,0,1,3.28,4.545,53,12.998,1
2011-01-09 06:00:00,1,0,0,1,4.1,4.545,49,19.0012,1
2011-01-09 07:00:00,1,0,0,1,3.28,4.545,53,12.998,6
2011-01-09 08:00:00,1,0,0,1,4.1,4.545,49,19.0012,10
2011-01-09 09:00:00,1,0,0,1,4.92,3.79,46,35.0008,19
2011-01-09 10:00:00,1,0,0,1,5.74,5.305,43,26.0027,49
2011-01-09 11:00:00,1,0,0,1,6.56,6.06,40,35.0008,49
2011-01-09 12:00:00,1,0,0,1,7.38,6.82,37,30.0026,83
2011-01-09 13:00:00,1,0,0,1,8.2,8.335,34,30.0026,75
2011-01-09 14:00:00,1,0,0,1,9.02,9.09,32,31.0009,72
2011-01-09 15:00:00,1,0,0,1,9.02,9.85,35,23.9994,82
2011-01-09 16:00:00,1,0,0,1,8.2,8.335,34,30.0026,92
2011-01-09 17:00:00,1,0,0,1,7.38,7.575,37,26.0027,62
2011-01-09 18:00:00,1,0,0,1,6.56,6.82,40,22.0028,48
2011-01-09 19:00:00,1,0,0,1,6.56,6.82,43,22.0028,41
2011-01-09 20:00:00,1,0,0,1,5.74,6.06,46,16.9979,38
2011-01-09 21:00:00,1,0,0,1,5.74,5.305,46,27.9993,20
2011-01-09 22:00:00,1,0,0,1,5.74,6.06,46,19.9995,15
2011-01-09 23:00:00,1,0,0,1,4.92,6.82,50,12.998,6
2011-01-10 00:00:00,1,0,1,1,4.92,6.06,50,19.0012,5
2011-01-10 01:00:00,1,0,1,1,4.92,6.06,50,19.0012,1
2011-01-10 02:00:00,1,0,1,1,4.92,6.06,50,15.0013,3
2011-01-10 03:00:00,1,0,1,1,4.92,6.06,50,15.0013,1
2011-01-10 04:00:00,1,0,1,1,4.1,6.06,54,8.9981,3
2011-01-10 05:00:00,1,0,1,1,4.1,5.305,54,16.9979,3
2011-01-10 06:00:00,1,0,1,1,4.92,6.06,50,19.0012,31
2011-01-10 07:00:00,1,0,1,1,4.92,6.06,50,15.0013,77
2011-01-10 08:00:00,1,0,1,2,4.92,6.06,50,19.0012,188
2011-01-10 09:00:00,1,0,1,2,5.74,6.06,50,16.9979,94
2011-01-10 10:00:00,1,0,1,2,5.74,6.06,50,19.9995,31
2011-01-10 11:00:00,1,0,1,2,6.56,6.82,47,19.0012,30
2011-01-10 12:00:00,1,0,1,2,8.2,9.09,40,19.0012,52
2011-01-10 13:00:00,1,0,1,2,8.2,9.09,40,19.0012,54
2011-01-10 14:00:00,1,0,1,2,8.2,9.85,40,15.0013,47
2011-01-10 15:00:00,1,0,1,2,8.2,9.85,40,15.0013,45
2011-01-10 16:00:00,1,0,1,1,8.2,10.605,40,8.9981,74
2011-01-10 17:00:00,1,0,1,1,8.2,11.365,40,7.0015,178
2011-01-10 18:00:00,1,0,1,1,8.2,9.85,40,15.0013,155
2011-01-10 19:00:00,1,0,1,1,6.56,8.335,47,11.0014,95
2011-01-10 20:00:00,1,0,1,1,6.56,8.335,50,11.0014,74
2011-01-10 21:00:00,1,0,1,1,5.74,6.82,59,12.998,38
2011-01-10 22:00:00,1,0,1,1,5.74,7.575,59,11.0014,24
2011-01-10 23:00:00,1,0,1,1,5.74,7.575,59,11.0014,18
2011-01-11 00:00:00,1,0,1,1,5.74,8.335,59,7.0015,12
2011-01-11 01:00:00,1,0,1,1,5.74,7.575,59,11.0014,3
2011-01-11 02:00:00,1,0,1,2,6.56,7.575,55,12.998,3
2011-01-11 05:00:00,1,0,1,2,6.56,9.09,55,8.9981,6
2011-01-11 06:00:00,1,0,1,2,6.56,9.09,55,8.9981,27
2011-01-11 07:00:00,1,0,1,2,6.56,11.365,55,0.0,99
2011-01-11 08:00:00,1,0,1,2,7.38,10.605,51,6.0032,217
2011-01-11 09:00:00,1,0,1,2,7.38,9.85,51,11.0014,130
2011-01-11 10:00:00,1,0,1,2,8.2,10.605,51,11.0014,54
2011-01-11 11:00:00,1,0,1,2,8.2,10.605,47,8.9981,35
2011-01-11 12:00:00,1,0,1,2,8.2,11.365,51,7.0015,57
2011-01-11 13:00:00,1,0,1,2,8.2,11.365,59,6.0032,52
2011-01-11 14:00:00,1,0,1,2,8.2,11.365,59,6.0032,63
2011-01-11 15:00:00,1,0,1,2,6.56,9.85,80,6.0032,47
2011-01-11 16:00:00,1,0,1,2,6.56,7.575,86,15.0013,76
2011-01-11 17:00:00,1,0,1,2,6.56,7.575,86,15.0013,136
2011-01-11 18:00:00,1,0,1,3,6.56,9.09,93,7.0015,95
2011-01-11 19:00:00,1,0,1,3,6.56,11.365,93,0.0,51
2011-01-11 20:00:00,1,0,1,3,6.56,7.575,93,12.998,32
2011-01-11 21:00:00,1,0,1,3,6.56,9.85,86,6.0032,20
2011-01-11 22:00:00,1,0,1,3,6.56,9.09,93,7.0015,29
2011-01-11 23:00:00,1,0,1,3,6.56,9.85,93,6.0032,19
2011-01-12 00:00:00,1,0,1,2,6.56,9.85,86,6.0032,7
2011-01-12 01:00:00,1,0,1,2,6.56,9.09,86,7.0015,6
2011-01-12 02:00:00,1,0,1,1,5.74,7.575,86,8.9981,1
2011-01-12 05:00:00,1,0,1,1,5.74,7.575,86,11.0014,5
2011-01-12 06:00:00,1,0,1,1,4.92,7.575,93,8.9981,16
2011-01-12 07:00:00,1,0,1,1,5.74,7.575,69,8.9981,54
2011-01-12 08:00:00,1,0,1,1,6.56,8.335,59,11.0014,128
2011-01-12 09:00:00,1,0,1,1,6.56,6.82,59,22.0028,81
2011-01-12 10:00:00,1,0,1,1,7.38,9.09,55,15.0013,39
2011-01-12 11:00:00,1,0,1,1,8.2,9.09,51,26.0027,35
2011-01-12 12:00:00,1,0,1,1,8.2,7.575,47,39.0007,55
2011-01-12 13:00:00,1,0,1,1,9.02,9.85,44,23.9994,49
2011-01-12 14:00:00,1,0,1,1,8.2,9.09,47,22.0028,44
2011-01-12 15:00:00,1,0,1,1,8.2,8.335,47,27.9993,49
2011-01-12 16:00:00,1,0,1,1,9.02,9.85,44,22.0028,68
2011-01-12 17:00:00,1,0,1,1,8.2,9.09,47,23.9994,139
2011-01-12 18:00:00,1,0,1,1,8.2,7.575,47,35.0008,137
2011-01-12 19:00:00,1,0,1,1,7.38,7.575,47,27.9993,83
2011-01-12 20:00:00,1,0,1,1,6.56,6.82,50,22.0028,56
2011-01-12 21:00:00,1,0,1,1,6.56,6.82,55,22.0028,57
2011-01-12 22:00:00,1,0,1,1,6.56,6.06,55,30.0026,33
2011-01-12 23:00:00,1,0,1,1,5.74,5.305,59,27.9993,20
2011-01-13 00:00:00,1,0,1,1,5.74,6.06,59,19.0012,7
2011-01-13 01:00:00,1,0,1,1,5.74,6.06,50,19.0012,2
2011-01-13 02:00:00,1,0,1,1,5.74,6.06,50,23.9994,2
2011-01-13 03:00:00,1,0,1,1,5.74,6.06,50,22.0028,3
2011-01-13 04:00:00,1,0,1,1,5.74,6.06,50,16.9979,4
2011-01-13 05:00:00,1,0,1,1,5.74,6.06,50,19.9995,3
2011-01-13 06:00:00,1,0,1,1,4.92,7.575,54,8.9981,28
2011-01-13 07:00:00,1,0,1,1,4.92,7.575,54,8.9981,72
2011-01-13 08:00:00,1,0,1,1,5.74,6.82,50,12.998,202
2011-01-13 09:00:00,1,0,1,1,5.74,6.06,50,22.0028,139
2011-01-13 10:00:00,1,0,1,2,6.56,6.82,50,23.9994,38
2011-01-13 11:00:00,1,0,1,2,8.2,8.335,44,30.0026,37
2011-01-13 12:00:00,1,0,1,1,8.2,8.335,44,27.9993,52
2011-01-13 13:00:00,1,0,1,1,9.02,9.85,41,30.0026,83
2011-01-13 14:00:00,1,0,1,1,9.02,9.85,41,26.0027,42
2011-01-13 15:00:00,1,0,1,1,9.84,10.605,38,19.9995,60
2011-01-13 16:00:00,1,0,1,1,9.84,10.605,38,23.9994,78
2011-01-13 17:00:00,1,0,1,1,8.2,9.09,40,19.0012,162
2011-01-13 18:00:00,1,0,1,1,8.2,9.09,40,22.0028,144
2011-01-13 19:00:00,1,0,1,1,6.56,7.575,47,16.9979,99
2011-01-13 20:00:00,1,0,1,1,6.56,7.575,47,15.0013,64
2011-01-13 21:00:00,1,0,1,1,5.74,6.06,46,19.9995,40
2011-01-13 22:00:00,1,0,1,1,5.74,6.06,46,22.0028,30
2011-01-13 23:00:00,1,0,1,1,4.92,6.82,50,12.998,15
2011-01-14 00:00:00,1,0,1,1,4.92,6.82,50,12.998,14
2011-01-14 01:00:00,1,0,1,1,4.1,6.06,54,11.0014,5
2011-01-14 02:00:00,1,0,1,1,4.1,6.06,54,8.9981,1
2011-01-14 03:00:00,1,0,1,1,4.1,6.82,54,7.0015,1
2011-01-14 05:00:00,1,0,1,1,4.1,6.82,54,6.0032,8
2011-01-14 06:00:00,1,0,1,1,4.1,9.09,54,0.0,17
2011-01-14 07:00:00,1,0,1,1,4.1,6.06,74,11.0014,70
2011-01-14 08:00:00,1,0,1,1,4.92,8.335,68,0.0,158
2011-01-14 09:00:00,1,0,1,1,5.74,7.575,69,8.9981,117
2011-01-14 10:00:00,1,0,1,1,7.38,9.09,55,12.998,44
2011-01-14 11:00:00,1,0,1,1,7.38,8.335,51,19.0012,53
2011-01-14 12:00:00,1,0,1,1,8.2,9.85,44,16.9979,61
2011-01-14 13:00:00,1,0,1,1,9.02,9.85,37,26.0027,77
2011-01-14 14:00:00,1,0,1,1,9.02,10.605,41,19.0012,64
2011-01-14 15:00:00,1,0,1,1,9.84,12.12,38,11.0014,68
2011-01-14 16:00:00,1,0,1,1,9.02,12.12,41,7.0015,90
2011-01-14 17:00:00,1,0,1,1,9.02,11.365,41,11.0014,159
2011-01-14 18:00:00,1,0,1,1,8.2,12.88,47,0.0,139
2011-01-14 19:00:00,1,0,1,1,6.56,9.85,59,6.0032,92
2011-01-14 20:00:00,1,0,1,1,7.38,12.12,59,0.0,68
2011-01-14 21:00:00,1,0,1,1,6.56,11.365,69,0.0,52
2011-01-14 22:00:00,1,0,1,2,6.56,11.365,69,0.0,36
2011-01-14 23:00:00,1,0,1,2,7.38,12.12,55,0.0,27
2011-01-15 00:00:00,1,0,0,1,7.38,12.12,55,0.0,28
2011-01-15 01:00:00,1,0,0,2,6.56,9.85,59,6.0032,20
2011-01-15 02:00:00,1,0,0,2,6.56,9.85,59,6.0032,12
2011-01-15 03:00:00,1,0,0,2,6.56,11.365,59,0.0,8
2011-01-15 04:00:00,1,0,0,2,6.56,11.365,59,0.0,5
2011-01-15 05:00:00,1,0,0,1,6.56,11.365,59,0.0,1
2011-01-15 06:00:00,1,0,0,1,5.74,8.335,63,7.0015,3
2011-01-15 07:00:00,1,0,0,1,5.74,10.605,63,0.0,10
2011-01-15 08:00:00,1,0,0,1,5.74,7.575,63,8.9981,23
2011-01-15 09:00:00,1,0,0,1,6.56,9.09,64,8.9981,33
2011-01-15 10:00:00,1,0,0,1,7.38,9.85,59,11.0014,59
2011-01-15 11:00:00,1,0,0,1,8.2,9.85,55,15.0013,72
2011-01-15 12:00:00,1,0,0,1,9.84,11.365,48,15.0013,89
2011-01-15 13:00:00,1,0,0,1,11.48,12.88,38,19.9995,101
2011-01-15 14:00:00,1,0,0,1,12.3,14.395,39,19.0012,118
2011-01-15 15:00:00,1,0,0,2,13.12,15.91,36,12.998,129
2011-01-15 16:00:00,1,0,0,2,13.94,16.665,34,12.998,128
2011-01-15 17:00:00,1,0,0,2,13.12,15.15,36,19.0012,83
2011-01-15 18:00:00,1,0,0,2,12.3,14.395,45,16.9979,84
2011-01-15 19:00:00,1,0,0,2,13.12,15.15,39,16.9979,74
2011-01-15 20:00:00,1,0,0,2,13.12,15.15,39,16.9979,41
2011-01-15 21:00:00,1,0,0,2,13.12,15.15,39,15.0013,57
2011-01-15 22:00:00,1,0,0,2,12.3,15.91,42,7.0015,26
2011-01-15 23:00:00,1,0,0,1,12.3,14.395,45,19.0012,44
2011-01-16 00:00:00,1,0,0,1,10.66,15.15,56,0.0,39
2011-01-16 01:00:00,1,0,0,1,10.66,13.635,56,8.9981,23
2011-01-16 02:00:00,1,0,0,1,10.66,14.395,56,6.0032,16
2011-01-16 03:00:00,1,0,0,1,9.02,13.635,69,0.0,15
2011-01-16 04:00:00,1,0,0,1,10.66,12.88,56,11.0014,1
2011-01-16 05:00:00,1,0,0,2,10.66,12.88,56,11.0014,2
2011-01-16 06:00:00,1,0,0,2,10.66,12.88,56,11.0014,1
2011-01-16 07:00:00,1,0,0,2,9.84,10.605,56,19.9995,3
2011-01-16 08:00:00,1,0,0,1,9.02,10.605,55,19.0012,18
2011-01-16 09:00:00,1,0,0,1,9.02,10.605,51,16.9979,32
2011-01-16 10:00:00,1,0,0,1,9.02,10.605,51,19.0012,79
2011-01-16 11:00:00,1,0,0,1,9.84,11.365,44,16.9979,93
2011-01-16 12:00:00,1,0,0,1,9.84,10.605,41,19.0012,104
2011-01-16 13:00:00,1,0,0,1,10.66,11.365,35,19.9995,118
2011-01-16 14:00:00,1,0,0,1,11.48,13.635,36,16.9979,91
2011-01-16 15:00:00,1,0,0,1,10.66,12.12,38,16.9979,113
2011-01-16 16:00:00,1,0,0,1,9.84,11.365,38,15.0013,99
2011-01-16 17:00:00,1,0,0,1,9.02,10.605,37,16.9979,105
2011-01-16 18:00:00,1,0,0,1,8.2,10.605,40,11.0014,67
2011-01-16 19:00:00,1,0,0,1,7.38,9.85,47,8.9981,61
